sub_path,target
output/preprocessed_image\J\J18.jpg,9.0
output/preprocessed_image\W\W216.jpg,22.0
output/preprocessed_image\B\B285.jpg,1.0
output/preprocessed_image\Y\Y179.jpg,24.0
output/preprocessed_image\I\I133.jpg,8.0
output/preprocessed_image\L\L32.jpg,11.0
output/preprocessed_image\F\F301.jpg,5.0
output/preprocessed_image\J\J274.jpg,9.0
output/preprocessed_image\L\L334.jpg,11.0
output/preprocessed_image\U\U455.jpg,20.0
output/preprocessed_image\nothing\nothing308.jpg,26.0
output/preprocessed_image\W\W122.jpg,22.0
output/preprocessed_image\G\G162.jpg,6.0
output/preprocessed_image\R\R317.jpg,17.0
output/preprocessed_image\W\W125.jpg,22.0
output/preprocessed_image\X\X333.jpg,23.0
output/preprocessed_image\S\S253.jpg,18.0
output/preprocessed_image\B\B111.jpg,1.0
output/preprocessed_image\L\L234.jpg,11.0
output/preprocessed_image\A\A384.jpg,0.0
output/preprocessed_image\C\C494.jpg,2.0
output/preprocessed_image\N\N466.jpg,13.0
output/preprocessed_image\F\F489.jpg,5.0
output/preprocessed_image\K\K180.jpg,10.0
output/preprocessed_image\Z\Z368.jpg,25.0
output/preprocessed_image\I\I123.jpg,8.0
output/preprocessed_image\S\S445.jpg,18.0
output/preprocessed_image\H\H266.jpg,7.0
output/preprocessed_image\J\J117.jpg,9.0
output/preprocessed_image\L\L459.jpg,11.0
output/preprocessed_image\I\I316.jpg,8.0
output/preprocessed_image\K\K372.jpg,10.0
output/preprocessed_image\O\O363.jpg,14.0
output/preprocessed_image\B\B389.jpg,1.0
output/preprocessed_image\J\J499.jpg,9.0
output/preprocessed_image\G\G44.jpg,6.0
output/preprocessed_image\Y\Y100.jpg,24.0
output/preprocessed_image\H\H441.jpg,7.0
output/preprocessed_image\O\O228.jpg,14.0
output/preprocessed_image\M\M80.jpg,12.0
output/preprocessed_image\X\X414.jpg,23.0
output/preprocessed_image\L\L411.jpg,11.0
output/preprocessed_image\E\E141.jpg,4.0
output/preprocessed_image\Z\Z31.jpg,25.0
output/preprocessed_image\T\T316.jpg,19.0
output/preprocessed_image\S\S44.jpg,18.0
output/preprocessed_image\D\D93.jpg,3.0
output/preprocessed_image\D\D495.jpg,3.0
output/preprocessed_image\O\O115.jpg,14.0
output/preprocessed_image\O\O263.jpg,14.0
output/preprocessed_image\U\U237.jpg,20.0
output/preprocessed_image\U\U317.jpg,20.0
output/preprocessed_image\nothing\nothing9.jpg,26.0
output/preprocessed_image\S\S81.jpg,18.0
output/preprocessed_image\P\P164.jpg,15.0
output/preprocessed_image\nothing\nothing499.jpg,26.0
output/preprocessed_image\Y\Y160.jpg,24.0
output/preprocessed_image\B\B32.jpg,1.0
output/preprocessed_image\Z\Z58.jpg,25.0
output/preprocessed_image\J\J441.jpg,9.0
output/preprocessed_image\P\P198.jpg,15.0
output/preprocessed_image\Z\Z358.jpg,25.0
output/preprocessed_image\Z\Z5.jpg,25.0
output/preprocessed_image\P\P180.jpg,15.0
output/preprocessed_image\T\T300.jpg,19.0
output/preprocessed_image\Y\Y218.jpg,24.0
output/preprocessed_image\E\E298.jpg,4.0
output/preprocessed_image\M\M323.jpg,12.0
output/preprocessed_image\N\N335.jpg,13.0
output/preprocessed_image\B\B206.jpg,1.0
output/preprocessed_image\V\V486.jpg,21.0
output/preprocessed_image\K\K489.jpg,10.0
output/preprocessed_image\V\V89.jpg,21.0
output/preprocessed_image\X\X224.jpg,23.0
output/preprocessed_image\M\M134.jpg,12.0
output/preprocessed_image\J\J196.jpg,9.0
output/preprocessed_image\U\U147.jpg,20.0
output/preprocessed_image\C\C21.jpg,2.0
output/preprocessed_image\U\U58.jpg,20.0
output/preprocessed_image\T\T290.jpg,19.0
output/preprocessed_image\T\T363.jpg,19.0
output/preprocessed_image\C\C287.jpg,2.0
output/preprocessed_image\B\B6.jpg,1.0
output/preprocessed_image\M\M131.jpg,12.0
output/preprocessed_image\L\L400.jpg,11.0
output/preprocessed_image\Q\Q294.jpg,16.0
output/preprocessed_image\A\A499.jpg,0.0
output/preprocessed_image\D\D134.jpg,3.0
output/preprocessed_image\O\O74.jpg,14.0
output/preprocessed_image\C\C35.jpg,2.0
output/preprocessed_image\K\K482.jpg,10.0
output/preprocessed_image\H\H471.jpg,7.0
output/preprocessed_image\T\T116.jpg,19.0
output/preprocessed_image\X\X264.jpg,23.0
output/preprocessed_image\T\T67.jpg,19.0
output/preprocessed_image\O\O103.jpg,14.0
output/preprocessed_image\R\R69.jpg,17.0
output/preprocessed_image\G\G343.jpg,6.0
output/preprocessed_image\nothing\nothing175.jpg,26.0
output/preprocessed_image\O\O252.jpg,14.0
output/preprocessed_image\K\K94.jpg,10.0
output/preprocessed_image\X\X317.jpg,23.0
output/preprocessed_image\W\W364.jpg,22.0
output/preprocessed_image\B\B146.jpg,1.0
output/preprocessed_image\E\E53.jpg,4.0
output/preprocessed_image\X\X61.jpg,23.0
output/preprocessed_image\J\J169.jpg,9.0
output/preprocessed_image\J\J311.jpg,9.0
output/preprocessed_image\J\J173.jpg,9.0
output/preprocessed_image\X\X305.jpg,23.0
output/preprocessed_image\J\J35.jpg,9.0
output/preprocessed_image\Z\Z162.jpg,25.0
output/preprocessed_image\U\U127.jpg,20.0
output/preprocessed_image\E\E464.jpg,4.0
output/preprocessed_image\W\W443.jpg,22.0
output/preprocessed_image\N\N267.jpg,13.0
output/preprocessed_image\D\D279.jpg,3.0
output/preprocessed_image\L\L88.jpg,11.0
output/preprocessed_image\H\H19.jpg,7.0
output/preprocessed_image\S\S289.jpg,18.0
output/preprocessed_image\E\E118.jpg,4.0
output/preprocessed_image\F\F49.jpg,5.0
output/preprocessed_image\H\H339.jpg,7.0
output/preprocessed_image\G\G325.jpg,6.0
output/preprocessed_image\Y\Y34.jpg,24.0
output/preprocessed_image\G\G186.jpg,6.0
output/preprocessed_image\V\V154.jpg,21.0
output/preprocessed_image\J\J180.jpg,9.0
output/preprocessed_image\P\P181.jpg,15.0
output/preprocessed_image\O\O460.jpg,14.0
output/preprocessed_image\U\U498.jpg,20.0
output/preprocessed_image\I\I182.jpg,8.0
output/preprocessed_image\A\A362.jpg,0.0
output/preprocessed_image\Z\Z296.jpg,25.0
output/preprocessed_image\D\D292.jpg,3.0
output/preprocessed_image\T\T115.jpg,19.0
output/preprocessed_image\Z\Z81.jpg,25.0
output/preprocessed_image\J\J306.jpg,9.0
output/preprocessed_image\A\A488.jpg,0.0
output/preprocessed_image\F\F67.jpg,5.0
output/preprocessed_image\B\B107.jpg,1.0
output/preprocessed_image\H\H68.jpg,7.0
output/preprocessed_image\Q\Q77.jpg,16.0
output/preprocessed_image\U\U257.jpg,20.0
output/preprocessed_image\W\W212.jpg,22.0
output/preprocessed_image\G\G251.jpg,6.0
output/preprocessed_image\W\W464.jpg,22.0
output/preprocessed_image\V\V395.jpg,21.0
output/preprocessed_image\G\G87.jpg,6.0
output/preprocessed_image\I\I254.jpg,8.0
output/preprocessed_image\Q\Q258.jpg,16.0
output/preprocessed_image\I\I416.jpg,8.0
output/preprocessed_image\L\L252.jpg,11.0
output/preprocessed_image\T\T12.jpg,19.0
output/preprocessed_image\F\F41.jpg,5.0
output/preprocessed_image\N\N358.jpg,13.0
output/preprocessed_image\Z\Z65.jpg,25.0
output/preprocessed_image\X\X242.jpg,23.0
output/preprocessed_image\F\F363.jpg,5.0
output/preprocessed_image\O\O314.jpg,14.0
output/preprocessed_image\nothing\nothing6.jpg,26.0
output/preprocessed_image\N\N461.jpg,13.0
output/preprocessed_image\W\W128.jpg,22.0
output/preprocessed_image\N\N141.jpg,13.0
output/preprocessed_image\M\M225.jpg,12.0
output/preprocessed_image\A\A30.jpg,0.0
output/preprocessed_image\O\O70.jpg,14.0
output/preprocessed_image\C\C13.jpg,2.0
output/preprocessed_image\J\J259.jpg,9.0
output/preprocessed_image\W\W285.jpg,22.0
output/preprocessed_image\U\U212.jpg,20.0
output/preprocessed_image\O\O486.jpg,14.0
output/preprocessed_image\P\P381.jpg,15.0
output/preprocessed_image\Z\Z126.jpg,25.0
output/preprocessed_image\H\H223.jpg,7.0
output/preprocessed_image\K\K131.jpg,10.0
output/preprocessed_image\R\R249.jpg,17.0
output/preprocessed_image\W\W346.jpg,22.0
output/preprocessed_image\H\H498.jpg,7.0
output/preprocessed_image\R\R365.jpg,17.0
output/preprocessed_image\Y\Y408.jpg,24.0
output/preprocessed_image\V\V23.jpg,21.0
output/preprocessed_image\F\F478.jpg,5.0
output/preprocessed_image\K\K393.jpg,10.0
output/preprocessed_image\X\X238.jpg,23.0
output/preprocessed_image\I\I318.jpg,8.0
output/preprocessed_image\Z\Z371.jpg,25.0
output/preprocessed_image\H\H86.jpg,7.0
output/preprocessed_image\T\T47.jpg,19.0
output/preprocessed_image\C\C84.jpg,2.0
output/preprocessed_image\P\P472.jpg,15.0
output/preprocessed_image\T\T46.jpg,19.0
output/preprocessed_image\L\L206.jpg,11.0
output/preprocessed_image\C\C412.jpg,2.0
output/preprocessed_image\O\O336.jpg,14.0
output/preprocessed_image\F\F303.jpg,5.0
output/preprocessed_image\T\T453.jpg,19.0
output/preprocessed_image\Z\Z313.jpg,25.0
output/preprocessed_image\Z\Z146.jpg,25.0
output/preprocessed_image\N\N200.jpg,13.0
output/preprocessed_image\P\P239.jpg,15.0
output/preprocessed_image\D\D235.jpg,3.0
output/preprocessed_image\P\P196.jpg,15.0
output/preprocessed_image\O\O388.jpg,14.0
output/preprocessed_image\K\K481.jpg,10.0
output/preprocessed_image\O\O171.jpg,14.0
output/preprocessed_image\J\J487.jpg,9.0
output/preprocessed_image\D\D100.jpg,3.0
output/preprocessed_image\C\C107.jpg,2.0
output/preprocessed_image\W\W103.jpg,22.0
output/preprocessed_image\B\B185.jpg,1.0
output/preprocessed_image\M\M71.jpg,12.0
output/preprocessed_image\M\M138.jpg,12.0
output/preprocessed_image\M\M370.jpg,12.0
output/preprocessed_image\L\L311.jpg,11.0
output/preprocessed_image\B\B17.jpg,1.0
output/preprocessed_image\B\B270.jpg,1.0
output/preprocessed_image\M\M412.jpg,12.0
output/preprocessed_image\I\I89.jpg,8.0
output/preprocessed_image\P\P163.jpg,15.0
output/preprocessed_image\R\R9.jpg,17.0
output/preprocessed_image\V\V163.jpg,21.0
output/preprocessed_image\X\X28.jpg,23.0
output/preprocessed_image\B\B91.jpg,1.0
output/preprocessed_image\H\H338.jpg,7.0
output/preprocessed_image\R\R423.jpg,17.0
output/preprocessed_image\J\J7.jpg,9.0
output/preprocessed_image\X\X32.jpg,23.0
output/preprocessed_image\P\P367.jpg,15.0
output/preprocessed_image\I\I456.jpg,8.0
output/preprocessed_image\K\K341.jpg,10.0
output/preprocessed_image\B\B497.jpg,1.0
output/preprocessed_image\R\R467.jpg,17.0
output/preprocessed_image\X\X269.jpg,23.0
output/preprocessed_image\S\S395.jpg,18.0
output/preprocessed_image\C\C387.jpg,2.0
output/preprocessed_image\E\E260.jpg,4.0
output/preprocessed_image\Q\Q460.jpg,16.0
output/preprocessed_image\A\A464.jpg,0.0
output/preprocessed_image\V\V365.jpg,21.0
output/preprocessed_image\Q\Q357.jpg,16.0
output/preprocessed_image\W\W416.jpg,22.0
output/preprocessed_image\L\L121.jpg,11.0
output/preprocessed_image\Y\Y248.jpg,24.0
output/preprocessed_image\K\K19.jpg,10.0
output/preprocessed_image\S\S432.jpg,18.0
output/preprocessed_image\Y\Y217.jpg,24.0
output/preprocessed_image\Y\Y215.jpg,24.0
output/preprocessed_image\S\S60.jpg,18.0
output/preprocessed_image\T\T287.jpg,19.0
output/preprocessed_image\O\O488.jpg,14.0
output/preprocessed_image\H\H1.jpg,7.0
output/preprocessed_image\D\D63.jpg,3.0
output/preprocessed_image\N\N189.jpg,13.0
output/preprocessed_image\O\O141.jpg,14.0
output/preprocessed_image\P\P482.jpg,15.0
output/preprocessed_image\O\O200.jpg,14.0
output/preprocessed_image\J\J333.jpg,9.0
output/preprocessed_image\O\O126.jpg,14.0
output/preprocessed_image\S\S376.jpg,18.0
output/preprocessed_image\A\A23.jpg,0.0
output/preprocessed_image\P\P404.jpg,15.0
output/preprocessed_image\K\K211.jpg,10.0
output/preprocessed_image\W\W496.jpg,22.0
output/preprocessed_image\O\O358.jpg,14.0
output/preprocessed_image\E\E492.jpg,4.0
output/preprocessed_image\Q\Q31.jpg,16.0
output/preprocessed_image\E\E422.jpg,4.0
output/preprocessed_image\E\E403.jpg,4.0
output/preprocessed_image\J\J436.jpg,9.0
output/preprocessed_image\P\P133.jpg,15.0
output/preprocessed_image\F\F51.jpg,5.0
output/preprocessed_image\V\V244.jpg,21.0
output/preprocessed_image\Q\Q456.jpg,16.0
output/preprocessed_image\B\B480.jpg,1.0
output/preprocessed_image\U\U272.jpg,20.0
output/preprocessed_image\Z\Z199.jpg,25.0
output/preprocessed_image\R\R437.jpg,17.0
output/preprocessed_image\J\J372.jpg,9.0
output/preprocessed_image\P\P4.jpg,15.0
output/preprocessed_image\H\H107.jpg,7.0
output/preprocessed_image\P\P159.jpg,15.0
output/preprocessed_image\T\T26.jpg,19.0
output/preprocessed_image\K\K310.jpg,10.0
output/preprocessed_image\C\C448.jpg,2.0
output/preprocessed_image\K\K70.jpg,10.0
output/preprocessed_image\U\U315.jpg,20.0
output/preprocessed_image\F\F79.jpg,5.0
output/preprocessed_image\O\O400.jpg,14.0
output/preprocessed_image\B\B186.jpg,1.0
output/preprocessed_image\F\F171.jpg,5.0
output/preprocessed_image\C\C168.jpg,2.0
output/preprocessed_image\M\M353.jpg,12.0
output/preprocessed_image\C\C343.jpg,2.0
output/preprocessed_image\M\M193.jpg,12.0
output/preprocessed_image\F\F272.jpg,5.0
output/preprocessed_image\M\M91.jpg,12.0
output/preprocessed_image\Q\Q204.jpg,16.0
output/preprocessed_image\T\T206.jpg,19.0
output/preprocessed_image\G\G315.jpg,6.0
output/preprocessed_image\Y\Y234.jpg,24.0
output/preprocessed_image\X\X304.jpg,23.0
output/preprocessed_image\J\J483.jpg,9.0
output/preprocessed_image\F\F21.jpg,5.0
output/preprocessed_image\B\B98.jpg,1.0
output/preprocessed_image\J\J459.jpg,9.0
output/preprocessed_image\M\M497.jpg,12.0
output/preprocessed_image\F\F6.jpg,5.0
output/preprocessed_image\N\N33.jpg,13.0
output/preprocessed_image\N\N81.jpg,13.0
output/preprocessed_image\Y\Y56.jpg,24.0
output/preprocessed_image\K\K417.jpg,10.0
output/preprocessed_image\X\X214.jpg,23.0
output/preprocessed_image\N\N341.jpg,13.0
output/preprocessed_image\O\O18.jpg,14.0
output/preprocessed_image\C\C479.jpg,2.0
output/preprocessed_image\L\L344.jpg,11.0
output/preprocessed_image\J\J430.jpg,9.0
output/preprocessed_image\R\R482.jpg,17.0
output/preprocessed_image\O\O216.jpg,14.0
output/preprocessed_image\W\W368.jpg,22.0
output/preprocessed_image\J\J347.jpg,9.0
output/preprocessed_image\Z\Z221.jpg,25.0
output/preprocessed_image\A\A315.jpg,0.0
output/preprocessed_image\X\X432.jpg,23.0
output/preprocessed_image\R\R334.jpg,17.0
output/preprocessed_image\Q\Q360.jpg,16.0
output/preprocessed_image\U\U436.jpg,20.0
output/preprocessed_image\nothing\nothing73.jpg,26.0
output/preprocessed_image\H\H477.jpg,7.0
output/preprocessed_image\I\I77.jpg,8.0
output/preprocessed_image\J\J308.jpg,9.0
output/preprocessed_image\Q\Q210.jpg,16.0
output/preprocessed_image\P\P438.jpg,15.0
output/preprocessed_image\D\D381.jpg,3.0
output/preprocessed_image\G\G428.jpg,6.0
output/preprocessed_image\R\R152.jpg,17.0
output/preprocessed_image\B\B457.jpg,1.0
output/preprocessed_image\V\V373.jpg,21.0
output/preprocessed_image\G\G245.jpg,6.0
output/preprocessed_image\N\N162.jpg,13.0
output/preprocessed_image\Z\Z242.jpg,25.0
output/preprocessed_image\nothing\nothing437.jpg,26.0
output/preprocessed_image\I\I50.jpg,8.0
output/preprocessed_image\nothing\nothing363.jpg,26.0
output/preprocessed_image\F\F202.jpg,5.0
output/preprocessed_image\nothing\nothing57.jpg,26.0
output/preprocessed_image\M\M46.jpg,12.0
output/preprocessed_image\N\N472.jpg,13.0
output/preprocessed_image\U\U319.jpg,20.0
output/preprocessed_image\P\P23.jpg,15.0
output/preprocessed_image\Y\Y392.jpg,24.0
output/preprocessed_image\C\C483.jpg,2.0
output/preprocessed_image\Z\Z283.jpg,25.0
output/preprocessed_image\nothing\nothing459.jpg,26.0
output/preprocessed_image\I\I273.jpg,8.0
output/preprocessed_image\F\F261.jpg,5.0
output/preprocessed_image\H\H429.jpg,7.0
output/preprocessed_image\A\A348.jpg,0.0
output/preprocessed_image\C\C48.jpg,2.0
output/preprocessed_image\M\M125.jpg,12.0
output/preprocessed_image\P\P320.jpg,15.0
output/preprocessed_image\P\P396.jpg,15.0
output/preprocessed_image\C\C278.jpg,2.0
output/preprocessed_image\P\P33.jpg,15.0
output/preprocessed_image\J\J61.jpg,9.0
output/preprocessed_image\A\A249.jpg,0.0
output/preprocessed_image\I\I353.jpg,8.0
output/preprocessed_image\H\H133.jpg,7.0
output/preprocessed_image\G\G413.jpg,6.0
output/preprocessed_image\Q\Q492.jpg,16.0
output/preprocessed_image\T\T208.jpg,19.0
output/preprocessed_image\L\L337.jpg,11.0
output/preprocessed_image\M\M133.jpg,12.0
output/preprocessed_image\U\U112.jpg,20.0
output/preprocessed_image\nothing\nothing271.jpg,26.0
output/preprocessed_image\Z\Z137.jpg,25.0
output/preprocessed_image\N\N459.jpg,13.0
output/preprocessed_image\nothing\nothing94.jpg,26.0
output/preprocessed_image\C\C268.jpg,2.0
output/preprocessed_image\W\W283.jpg,22.0
output/preprocessed_image\S\S335.jpg,18.0
output/preprocessed_image\T\T155.jpg,19.0
output/preprocessed_image\Z\Z105.jpg,25.0
output/preprocessed_image\A\A256.jpg,0.0
output/preprocessed_image\J\J419.jpg,9.0
output/preprocessed_image\nothing\nothing53.jpg,26.0
output/preprocessed_image\I\I156.jpg,8.0
output/preprocessed_image\U\U14.jpg,20.0
output/preprocessed_image\nothing\nothing248.jpg,26.0
output/preprocessed_image\P\P403.jpg,15.0
output/preprocessed_image\E\E431.jpg,4.0
output/preprocessed_image\H\H284.jpg,7.0
output/preprocessed_image\Y\Y306.jpg,24.0
output/preprocessed_image\C\C229.jpg,2.0
output/preprocessed_image\K\K135.jpg,10.0
output/preprocessed_image\J\J349.jpg,9.0
output/preprocessed_image\M\M284.jpg,12.0
output/preprocessed_image\D\D367.jpg,3.0
output/preprocessed_image\Q\Q10.jpg,16.0
output/preprocessed_image\P\P296.jpg,15.0
output/preprocessed_image\M\M440.jpg,12.0
output/preprocessed_image\Z\Z24.jpg,25.0
output/preprocessed_image\Y\Y22.jpg,24.0
output/preprocessed_image\U\U375.jpg,20.0
output/preprocessed_image\O\O366.jpg,14.0
output/preprocessed_image\N\N85.jpg,13.0
output/preprocessed_image\M\M309.jpg,12.0
output/preprocessed_image\C\C10.jpg,2.0
output/preprocessed_image\Z\Z189.jpg,25.0
output/preprocessed_image\K\K426.jpg,10.0
output/preprocessed_image\S\S143.jpg,18.0
output/preprocessed_image\N\N212.jpg,13.0
output/preprocessed_image\N\N101.jpg,13.0
output/preprocessed_image\C\C38.jpg,2.0
output/preprocessed_image\X\X444.jpg,23.0
output/preprocessed_image\A\A239.jpg,0.0
output/preprocessed_image\S\S52.jpg,18.0
output/preprocessed_image\D\D288.jpg,3.0
output/preprocessed_image\C\C318.jpg,2.0
output/preprocessed_image\O\O159.jpg,14.0
output/preprocessed_image\O\O399.jpg,14.0
output/preprocessed_image\S\S332.jpg,18.0
output/preprocessed_image\B\B259.jpg,1.0
output/preprocessed_image\S\S195.jpg,18.0
output/preprocessed_image\B\B264.jpg,1.0
output/preprocessed_image\S\S330.jpg,18.0
output/preprocessed_image\Z\Z436.jpg,25.0
output/preprocessed_image\P\P405.jpg,15.0
output/preprocessed_image\N\N160.jpg,13.0
output/preprocessed_image\L\L82.jpg,11.0
output/preprocessed_image\Z\Z470.jpg,25.0
output/preprocessed_image\H\H57.jpg,7.0
output/preprocessed_image\I\I251.jpg,8.0
output/preprocessed_image\I\I212.jpg,8.0
output/preprocessed_image\P\P100.jpg,15.0
output/preprocessed_image\N\N317.jpg,13.0
output/preprocessed_image\D\D359.jpg,3.0
output/preprocessed_image\X\X189.jpg,23.0
output/preprocessed_image\C\C356.jpg,2.0
output/preprocessed_image\O\O167.jpg,14.0
output/preprocessed_image\R\R308.jpg,17.0
output/preprocessed_image\R\R130.jpg,17.0
output/preprocessed_image\V\V431.jpg,21.0
output/preprocessed_image\T\T224.jpg,19.0
output/preprocessed_image\B\B409.jpg,1.0
output/preprocessed_image\B\B168.jpg,1.0
output/preprocessed_image\E\E463.jpg,4.0
output/preprocessed_image\D\D332.jpg,3.0
output/preprocessed_image\O\O199.jpg,14.0
output/preprocessed_image\M\M310.jpg,12.0
output/preprocessed_image\W\W10.jpg,22.0
output/preprocessed_image\S\S63.jpg,18.0
output/preprocessed_image\G\G346.jpg,6.0
output/preprocessed_image\I\I468.jpg,8.0
output/preprocessed_image\K\K408.jpg,10.0
output/preprocessed_image\nothing\nothing218.jpg,26.0
output/preprocessed_image\R\R83.jpg,17.0
output/preprocessed_image\P\P435.jpg,15.0
output/preprocessed_image\Q\Q305.jpg,16.0
output/preprocessed_image\Z\Z106.jpg,25.0
output/preprocessed_image\K\K103.jpg,10.0
output/preprocessed_image\M\M59.jpg,12.0
output/preprocessed_image\B\B81.jpg,1.0
output/preprocessed_image\P\P29.jpg,15.0
output/preprocessed_image\X\X408.jpg,23.0
output/preprocessed_image\C\C110.jpg,2.0
output/preprocessed_image\M\M345.jpg,12.0
output/preprocessed_image\K\K255.jpg,10.0
output/preprocessed_image\L\L335.jpg,11.0
output/preprocessed_image\L\L103.jpg,11.0
output/preprocessed_image\V\V425.jpg,21.0
output/preprocessed_image\nothing\nothing87.jpg,26.0
output/preprocessed_image\M\M307.jpg,12.0
output/preprocessed_image\Y\Y133.jpg,24.0
output/preprocessed_image\nothing\nothing275.jpg,26.0
output/preprocessed_image\O\O313.jpg,14.0
output/preprocessed_image\V\V368.jpg,21.0
output/preprocessed_image\C\C406.jpg,2.0
output/preprocessed_image\I\I445.jpg,8.0
output/preprocessed_image\F\F476.jpg,5.0
output/preprocessed_image\Q\Q269.jpg,16.0
output/preprocessed_image\I\I469.jpg,8.0
output/preprocessed_image\J\J220.jpg,9.0
output/preprocessed_image\G\G52.jpg,6.0
output/preprocessed_image\Z\Z250.jpg,25.0
output/preprocessed_image\K\K132.jpg,10.0
output/preprocessed_image\M\M274.jpg,12.0
output/preprocessed_image\O\O183.jpg,14.0
output/preprocessed_image\O\O352.jpg,14.0
output/preprocessed_image\U\U148.jpg,20.0
output/preprocessed_image\V\V268.jpg,21.0
output/preprocessed_image\A\A170.jpg,0.0
output/preprocessed_image\V\V220.jpg,21.0
output/preprocessed_image\nothing\nothing354.jpg,26.0
output/preprocessed_image\O\O304.jpg,14.0
output/preprocessed_image\G\G402.jpg,6.0
output/preprocessed_image\G\G229.jpg,6.0
output/preprocessed_image\H\H108.jpg,7.0
output/preprocessed_image\E\E345.jpg,4.0
output/preprocessed_image\D\D498.jpg,3.0
output/preprocessed_image\nothing\nothing452.jpg,26.0
output/preprocessed_image\Z\Z8.jpg,25.0
output/preprocessed_image\Q\Q39.jpg,16.0
output/preprocessed_image\E\E71.jpg,4.0
output/preprocessed_image\I\I81.jpg,8.0
output/preprocessed_image\K\K373.jpg,10.0
output/preprocessed_image\Z\Z1.jpg,25.0
output/preprocessed_image\V\V96.jpg,21.0
output/preprocessed_image\O\O12.jpg,14.0
output/preprocessed_image\K\K97.jpg,10.0
output/preprocessed_image\T\T264.jpg,19.0
output/preprocessed_image\K\K261.jpg,10.0
output/preprocessed_image\P\P332.jpg,15.0
output/preprocessed_image\Y\Y253.jpg,24.0
output/preprocessed_image\O\O435.jpg,14.0
output/preprocessed_image\T\T98.jpg,19.0
output/preprocessed_image\W\W474.jpg,22.0
output/preprocessed_image\P\P175.jpg,15.0
output/preprocessed_image\O\O112.jpg,14.0
output/preprocessed_image\D\D5.jpg,3.0
output/preprocessed_image\O\O244.jpg,14.0
output/preprocessed_image\Z\Z103.jpg,25.0
output/preprocessed_image\R\R80.jpg,17.0
output/preprocessed_image\C\C163.jpg,2.0
output/preprocessed_image\U\U54.jpg,20.0
output/preprocessed_image\W\W308.jpg,22.0
output/preprocessed_image\M\M332.jpg,12.0
output/preprocessed_image\D\D277.jpg,3.0
output/preprocessed_image\Z\Z160.jpg,25.0
output/preprocessed_image\J\J400.jpg,9.0
output/preprocessed_image\V\V48.jpg,21.0
output/preprocessed_image\K\K133.jpg,10.0
output/preprocessed_image\A\A468.jpg,0.0
output/preprocessed_image\G\G141.jpg,6.0
output/preprocessed_image\F\F208.jpg,5.0
output/preprocessed_image\O\O140.jpg,14.0
output/preprocessed_image\nothing\nothing205.jpg,26.0
output/preprocessed_image\W\W281.jpg,22.0
output/preprocessed_image\B\B386.jpg,1.0
output/preprocessed_image\C\C5.jpg,2.0
output/preprocessed_image\D\D472.jpg,3.0
output/preprocessed_image\I\I31.jpg,8.0
output/preprocessed_image\A\A318.jpg,0.0
output/preprocessed_image\K\K110.jpg,10.0
output/preprocessed_image\G\G331.jpg,6.0
output/preprocessed_image\S\S296.jpg,18.0
output/preprocessed_image\D\D165.jpg,3.0
output/preprocessed_image\I\I20.jpg,8.0
output/preprocessed_image\L\L485.jpg,11.0
output/preprocessed_image\H\H333.jpg,7.0
output/preprocessed_image\G\G110.jpg,6.0
output/preprocessed_image\Z\Z285.jpg,25.0
output/preprocessed_image\N\N469.jpg,13.0
output/preprocessed_image\G\G1.jpg,6.0
output/preprocessed_image\F\F5.jpg,5.0
output/preprocessed_image\M\M27.jpg,12.0
output/preprocessed_image\C\C262.jpg,2.0
output/preprocessed_image\M\M382.jpg,12.0
output/preprocessed_image\T\T146.jpg,19.0
output/preprocessed_image\Y\Y23.jpg,24.0
output/preprocessed_image\H\H30.jpg,7.0
output/preprocessed_image\E\E474.jpg,4.0
output/preprocessed_image\Q\Q167.jpg,16.0
output/preprocessed_image\F\F249.jpg,5.0
output/preprocessed_image\M\M329.jpg,12.0
output/preprocessed_image\K\K250.jpg,10.0
output/preprocessed_image\U\U428.jpg,20.0
output/preprocessed_image\Q\Q179.jpg,16.0
output/preprocessed_image\C\C304.jpg,2.0
output/preprocessed_image\I\I141.jpg,8.0
output/preprocessed_image\R\R302.jpg,17.0
output/preprocessed_image\P\P9.jpg,15.0
output/preprocessed_image\E\E15.jpg,4.0
output/preprocessed_image\P\P305.jpg,15.0
output/preprocessed_image\B\B162.jpg,1.0
output/preprocessed_image\Y\Y402.jpg,24.0
output/preprocessed_image\Q\Q242.jpg,16.0
output/preprocessed_image\J\J65.jpg,9.0
output/preprocessed_image\K\K104.jpg,10.0
output/preprocessed_image\Z\Z278.jpg,25.0
output/preprocessed_image\Z\Z267.jpg,25.0
output/preprocessed_image\C\C242.jpg,2.0
output/preprocessed_image\Y\Y196.jpg,24.0
output/preprocessed_image\nothing\nothing49.jpg,26.0
output/preprocessed_image\Z\Z173.jpg,25.0
output/preprocessed_image\X\X128.jpg,23.0
output/preprocessed_image\B\B466.jpg,1.0
output/preprocessed_image\N\N55.jpg,13.0
output/preprocessed_image\P\P314.jpg,15.0
output/preprocessed_image\G\G401.jpg,6.0
output/preprocessed_image\V\V302.jpg,21.0
output/preprocessed_image\G\G459.jpg,6.0
output/preprocessed_image\M\M145.jpg,12.0
output/preprocessed_image\Y\Y451.jpg,24.0
output/preprocessed_image\Y\Y452.jpg,24.0
output/preprocessed_image\R\R29.jpg,17.0
output/preprocessed_image\I\I61.jpg,8.0
