sub_path,target
output/preprocessed_image\S\S675.jpg,18.0
output/preprocessed_image\A\A1470.jpg,0.0
output/preprocessed_image\G\G421.jpg,6.0
output/preprocessed_image\B\B1283.jpg,1.0
output/preprocessed_image\P\P2485.jpg,15.0
output/preprocessed_image\M\M1634.jpg,12.0
output/preprocessed_image\P\P918.jpg,15.0
output/preprocessed_image\F\F761.jpg,5.0
output/preprocessed_image\J\J1017.jpg,9.0
output/preprocessed_image\V\V285.jpg,21.0
output/preprocessed_image\C\C3390.jpg,2.0
output/preprocessed_image\X\X618.jpg,23.0
output/preprocessed_image\B\B2965.jpg,1.0
output/preprocessed_image\T\T2238.jpg,19.0
output/preprocessed_image\O\O2383.jpg,14.0
output/preprocessed_image\W\W1531.jpg,22.0
output/preprocessed_image\Y\Y1676.jpg,24.0
output/preprocessed_image\P\P729.jpg,15.0
output/preprocessed_image\B\B2107.jpg,1.0
output/preprocessed_image\nothing\nothing2447.jpg,26.0
output/preprocessed_image\Y\Y1106.jpg,24.0
output/preprocessed_image\W\W1548.jpg,22.0
output/preprocessed_image\Y\Y2391.jpg,24.0
output/preprocessed_image\nothing\nothing2502.jpg,26.0
output/preprocessed_image\W\W131.jpg,22.0
output/preprocessed_image\X\X2291.jpg,23.0
output/preprocessed_image\O\O44.jpg,14.0
output/preprocessed_image\E\E1682.jpg,4.0
output/preprocessed_image\T\T826.jpg,19.0
output/preprocessed_image\Y\Y1296.jpg,24.0
output/preprocessed_image\I\I1256.jpg,8.0
output/preprocessed_image\X\X3327.jpg,23.0
output/preprocessed_image\O\O1745.jpg,14.0
output/preprocessed_image\W\W2036.jpg,22.0
output/preprocessed_image\S\S1749.jpg,18.0
output/preprocessed_image\B\B3367.jpg,1.0
output/preprocessed_image\M\M3380.jpg,12.0
output/preprocessed_image\C\C195.jpg,2.0
output/preprocessed_image\nothing\nothing617.jpg,26.0
output/preprocessed_image\Y\Y3191.jpg,24.0
output/preprocessed_image\S\S328.jpg,18.0
output/preprocessed_image\P\P45.jpg,15.0
output/preprocessed_image\Y\Y3126.jpg,24.0
output/preprocessed_image\F\F2087.jpg,5.0
output/preprocessed_image\P\P2720.jpg,15.0
output/preprocessed_image\J\J1516.jpg,9.0
output/preprocessed_image\A\A2807.jpg,0.0
output/preprocessed_image\S\S2917.jpg,18.0
output/preprocessed_image\I\I20.jpg,8.0
output/preprocessed_image\U\U1376.jpg,20.0
output/preprocessed_image\nothing\nothing2050.jpg,26.0
output/preprocessed_image\V\V2113.jpg,21.0
output/preprocessed_image\Y\Y1122.jpg,24.0
output/preprocessed_image\O\O3098.jpg,14.0
output/preprocessed_image\C\C899.jpg,2.0
output/preprocessed_image\C\C1421.jpg,2.0
output/preprocessed_image\P\P1547.jpg,15.0
output/preprocessed_image\U\U1242.jpg,20.0
output/preprocessed_image\C\C805.jpg,2.0
output/preprocessed_image\X\X652.jpg,23.0
output/preprocessed_image\T\T75.jpg,19.0
output/preprocessed_image\O\O1787.jpg,14.0
output/preprocessed_image\V\V326.jpg,21.0
output/preprocessed_image\D\D1322.jpg,3.0
output/preprocessed_image\Y\Y2400.jpg,24.0
output/preprocessed_image\B\B512.jpg,1.0
output/preprocessed_image\M\M841.jpg,12.0
output/preprocessed_image\Y\Y2754.jpg,24.0
output/preprocessed_image\K\K698.jpg,10.0
output/preprocessed_image\J\J296.jpg,9.0
output/preprocessed_image\K\K564.jpg,10.0
output/preprocessed_image\Y\Y2497.jpg,24.0
output/preprocessed_image\M\M372.jpg,12.0
output/preprocessed_image\R\R7.jpg,17.0
output/preprocessed_image\B\B1242.jpg,1.0
output/preprocessed_image\P\P1145.jpg,15.0
output/preprocessed_image\G\G2945.jpg,6.0
output/preprocessed_image\Y\Y3090.jpg,24.0
output/preprocessed_image\L\L2423.jpg,11.0
output/preprocessed_image\K\K1144.jpg,10.0
output/preprocessed_image\nothing\nothing1406.jpg,26.0
output/preprocessed_image\Y\Y3288.jpg,24.0
output/preprocessed_image\C\C2878.jpg,2.0
output/preprocessed_image\N\N485.jpg,13.0
output/preprocessed_image\S\S2442.jpg,18.0
output/preprocessed_image\J\J599.jpg,9.0
output/preprocessed_image\V\V2351.jpg,21.0
output/preprocessed_image\E\E3228.jpg,4.0
output/preprocessed_image\Z\Z2725.jpg,25.0
output/preprocessed_image\T\T1791.jpg,19.0
output/preprocessed_image\P\P2316.jpg,15.0
output/preprocessed_image\B\B335.jpg,1.0
output/preprocessed_image\T\T605.jpg,19.0
output/preprocessed_image\A\A1173.jpg,0.0
output/preprocessed_image\Z\Z265.jpg,25.0
output/preprocessed_image\Z\Z653.jpg,25.0
output/preprocessed_image\I\I246.jpg,8.0
output/preprocessed_image\E\E2604.jpg,4.0
output/preprocessed_image\R\R2922.jpg,17.0
output/preprocessed_image\P\P2893.jpg,15.0
output/preprocessed_image\nothing\nothing3334.jpg,26.0
output/preprocessed_image\E\E293.jpg,4.0
output/preprocessed_image\O\O2135.jpg,14.0
output/preprocessed_image\J\J2666.jpg,9.0
output/preprocessed_image\N\N338.jpg,13.0
output/preprocessed_image\C\C2739.jpg,2.0
output/preprocessed_image\H\H76.jpg,7.0
output/preprocessed_image\E\E1949.jpg,4.0
output/preprocessed_image\nothing\nothing1587.jpg,26.0
output/preprocessed_image\Y\Y784.jpg,24.0
output/preprocessed_image\D\D1770.jpg,3.0
output/preprocessed_image\N\N2689.jpg,13.0
output/preprocessed_image\E\E2902.jpg,4.0
output/preprocessed_image\Z\Z175.jpg,25.0
output/preprocessed_image\F\F849.jpg,5.0
output/preprocessed_image\H\H3124.jpg,7.0
output/preprocessed_image\M\M2301.jpg,12.0
output/preprocessed_image\nothing\nothing494.jpg,26.0
output/preprocessed_image\G\G1849.jpg,6.0
output/preprocessed_image\S\S1817.jpg,18.0
output/preprocessed_image\K\K2484.jpg,10.0
output/preprocessed_image\S\S2949.jpg,18.0
output/preprocessed_image\V\V3024.jpg,21.0
output/preprocessed_image\J\J1859.jpg,9.0
output/preprocessed_image\E\E174.jpg,4.0
output/preprocessed_image\N\N1411.jpg,13.0
output/preprocessed_image\nothing\nothing2798.jpg,26.0
output/preprocessed_image\B\B2350.jpg,1.0
output/preprocessed_image\D\D933.jpg,3.0
output/preprocessed_image\Z\Z2753.jpg,25.0
output/preprocessed_image\C\C1344.jpg,2.0
output/preprocessed_image\M\M2201.jpg,12.0
output/preprocessed_image\N\N1307.jpg,13.0
output/preprocessed_image\nothing\nothing2568.jpg,26.0
output/preprocessed_image\I\I556.jpg,8.0
output/preprocessed_image\X\X2379.jpg,23.0
output/preprocessed_image\V\V1789.jpg,21.0
output/preprocessed_image\Q\Q2562.jpg,16.0
output/preprocessed_image\R\R634.jpg,17.0
output/preprocessed_image\Q\Q751.jpg,16.0
output/preprocessed_image\D\D1658.jpg,3.0
output/preprocessed_image\P\P1829.jpg,15.0
output/preprocessed_image\C\C537.jpg,2.0
output/preprocessed_image\Q\Q3044.jpg,16.0
output/preprocessed_image\L\L1185.jpg,11.0
output/preprocessed_image\N\N1200.jpg,13.0
output/preprocessed_image\R\R33.jpg,17.0
output/preprocessed_image\J\J388.jpg,9.0
output/preprocessed_image\Y\Y3057.jpg,24.0
output/preprocessed_image\S\S1494.jpg,18.0
output/preprocessed_image\W\W2164.jpg,22.0
output/preprocessed_image\V\V1101.jpg,21.0
output/preprocessed_image\Z\Z1109.jpg,25.0
output/preprocessed_image\G\G2051.jpg,6.0
output/preprocessed_image\N\N424.jpg,13.0
output/preprocessed_image\Q\Q1082.jpg,16.0
output/preprocessed_image\O\O3266.jpg,14.0
output/preprocessed_image\N\N152.jpg,13.0
output/preprocessed_image\A\A2434.jpg,0.0
output/preprocessed_image\M\M2858.jpg,12.0
output/preprocessed_image\Z\Z2533.jpg,25.0
output/preprocessed_image\J\J1589.jpg,9.0
output/preprocessed_image\nothing\nothing1080.jpg,26.0
output/preprocessed_image\W\W1852.jpg,22.0
output/preprocessed_image\R\R2835.jpg,17.0
output/preprocessed_image\M\M2773.jpg,12.0
output/preprocessed_image\O\O1070.jpg,14.0
output/preprocessed_image\C\C2338.jpg,2.0
output/preprocessed_image\X\X204.jpg,23.0
output/preprocessed_image\nothing\nothing2991.jpg,26.0
output/preprocessed_image\P\P3218.jpg,15.0
output/preprocessed_image\K\K3285.jpg,10.0
output/preprocessed_image\B\B3219.jpg,1.0
output/preprocessed_image\O\O677.jpg,14.0
output/preprocessed_image\K\K108.jpg,10.0
output/preprocessed_image\C\C3179.jpg,2.0
output/preprocessed_image\A\A463.jpg,0.0
output/preprocessed_image\C\C545.jpg,2.0
output/preprocessed_image\I\I951.jpg,8.0
output/preprocessed_image\X\X2356.jpg,23.0
output/preprocessed_image\B\B1942.jpg,1.0
output/preprocessed_image\G\G407.jpg,6.0
output/preprocessed_image\E\E597.jpg,4.0
output/preprocessed_image\A\A2724.jpg,0.0
output/preprocessed_image\Y\Y1110.jpg,24.0
output/preprocessed_image\D\D528.jpg,3.0
output/preprocessed_image\G\G93.jpg,6.0
output/preprocessed_image\T\T448.jpg,19.0
output/preprocessed_image\O\O2282.jpg,14.0
output/preprocessed_image\Z\Z917.jpg,25.0
output/preprocessed_image\E\E3046.jpg,4.0
output/preprocessed_image\C\C2379.jpg,2.0
output/preprocessed_image\R\R1218.jpg,17.0
output/preprocessed_image\Y\Y3041.jpg,24.0
output/preprocessed_image\Y\Y2366.jpg,24.0
output/preprocessed_image\D\D790.jpg,3.0
output/preprocessed_image\F\F1976.jpg,5.0
output/preprocessed_image\S\S148.jpg,18.0
output/preprocessed_image\X\X893.jpg,23.0
output/preprocessed_image\F\F629.jpg,5.0
output/preprocessed_image\nothing\nothing2454.jpg,26.0
output/preprocessed_image\W\W1873.jpg,22.0
output/preprocessed_image\E\E1643.jpg,4.0
output/preprocessed_image\I\I1493.jpg,8.0
output/preprocessed_image\I\I2040.jpg,8.0
output/preprocessed_image\M\M770.jpg,12.0
output/preprocessed_image\O\O1335.jpg,14.0
output/preprocessed_image\D\D2754.jpg,3.0
output/preprocessed_image\S\S1681.jpg,18.0
output/preprocessed_image\E\E2143.jpg,4.0
output/preprocessed_image\nothing\nothing410.jpg,26.0
output/preprocessed_image\A\A777.jpg,0.0
output/preprocessed_image\A\A1764.jpg,0.0
output/preprocessed_image\nothing\nothing2665.jpg,26.0
output/preprocessed_image\H\H1269.jpg,7.0
output/preprocessed_image\H\H2186.jpg,7.0
output/preprocessed_image\U\U585.jpg,20.0
output/preprocessed_image\V\V3257.jpg,21.0
output/preprocessed_image\R\R53.jpg,17.0
output/preprocessed_image\V\V1359.jpg,21.0
output/preprocessed_image\R\R1528.jpg,17.0
output/preprocessed_image\U\U2674.jpg,20.0
output/preprocessed_image\V\V2809.jpg,21.0
output/preprocessed_image\I\I912.jpg,8.0
output/preprocessed_image\N\N866.jpg,13.0
output/preprocessed_image\D\D1790.jpg,3.0
output/preprocessed_image\V\V319.jpg,21.0
output/preprocessed_image\M\M1027.jpg,12.0
output/preprocessed_image\L\L1506.jpg,11.0
output/preprocessed_image\O\O886.jpg,14.0
output/preprocessed_image\F\F2574.jpg,5.0
output/preprocessed_image\P\P3065.jpg,15.0
output/preprocessed_image\R\R796.jpg,17.0
output/preprocessed_image\W\W298.jpg,22.0
output/preprocessed_image\Z\Z1370.jpg,25.0
output/preprocessed_image\M\M426.jpg,12.0
output/preprocessed_image\Z\Z484.jpg,25.0
output/preprocessed_image\H\H2765.jpg,7.0
output/preprocessed_image\S\S503.jpg,18.0
output/preprocessed_image\M\M1520.jpg,12.0
output/preprocessed_image\W\W3156.jpg,22.0
output/preprocessed_image\L\L2672.jpg,11.0
output/preprocessed_image\W\W2411.jpg,22.0
output/preprocessed_image\W\W1291.jpg,22.0
output/preprocessed_image\Y\Y1690.jpg,24.0
output/preprocessed_image\J\J3371.jpg,9.0
output/preprocessed_image\O\O2874.jpg,14.0
output/preprocessed_image\K\K3147.jpg,10.0
output/preprocessed_image\Y\Y1402.jpg,24.0
output/preprocessed_image\C\C646.jpg,2.0
output/preprocessed_image\I\I1003.jpg,8.0
output/preprocessed_image\Z\Z3264.jpg,25.0
output/preprocessed_image\T\T2237.jpg,19.0
output/preprocessed_image\R\R92.jpg,17.0
output/preprocessed_image\K\K1052.jpg,10.0
output/preprocessed_image\W\W1067.jpg,22.0
output/preprocessed_image\O\O2023.jpg,14.0
output/preprocessed_image\E\E2089.jpg,4.0
output/preprocessed_image\K\K2211.jpg,10.0
output/preprocessed_image\E\E1802.jpg,4.0
output/preprocessed_image\E\E741.jpg,4.0
output/preprocessed_image\D\D3375.jpg,3.0
output/preprocessed_image\A\A643.jpg,0.0
output/preprocessed_image\U\U1890.jpg,20.0
output/preprocessed_image\J\J2364.jpg,9.0
output/preprocessed_image\R\R1772.jpg,17.0
output/preprocessed_image\P\P62.jpg,15.0
output/preprocessed_image\H\H3114.jpg,7.0
output/preprocessed_image\L\L2616.jpg,11.0
output/preprocessed_image\Y\Y68.jpg,24.0
output/preprocessed_image\H\H3111.jpg,7.0
output/preprocessed_image\V\V113.jpg,21.0
output/preprocessed_image\J\J2432.jpg,9.0
output/preprocessed_image\P\P2399.jpg,15.0
output/preprocessed_image\C\C3139.jpg,2.0
output/preprocessed_image\H\H1003.jpg,7.0
output/preprocessed_image\T\T1467.jpg,19.0
output/preprocessed_image\I\I193.jpg,8.0
output/preprocessed_image\H\H2504.jpg,7.0
output/preprocessed_image\N\N72.jpg,13.0
output/preprocessed_image\A\A2201.jpg,0.0
output/preprocessed_image\Q\Q265.jpg,16.0
output/preprocessed_image\L\L2506.jpg,11.0
output/preprocessed_image\L\L406.jpg,11.0
output/preprocessed_image\W\W1216.jpg,22.0
output/preprocessed_image\N\N1573.jpg,13.0
output/preprocessed_image\Q\Q3299.jpg,16.0
output/preprocessed_image\J\J2710.jpg,9.0
output/preprocessed_image\F\F642.jpg,5.0
output/preprocessed_image\K\K2148.jpg,10.0
output/preprocessed_image\N\N2445.jpg,13.0
output/preprocessed_image\R\R390.jpg,17.0
output/preprocessed_image\N\N680.jpg,13.0
output/preprocessed_image\A\A3181.jpg,0.0
output/preprocessed_image\P\P3008.jpg,15.0
output/preprocessed_image\Q\Q1436.jpg,16.0
output/preprocessed_image\B\B1177.jpg,1.0
output/preprocessed_image\F\F613.jpg,5.0
output/preprocessed_image\T\T2692.jpg,19.0
output/preprocessed_image\G\G14.jpg,6.0
output/preprocessed_image\P\P1945.jpg,15.0
output/preprocessed_image\N\N1510.jpg,13.0
output/preprocessed_image\B\B118.jpg,1.0
output/preprocessed_image\Z\Z2834.jpg,25.0
output/preprocessed_image\I\I2225.jpg,8.0
output/preprocessed_image\C\C3210.jpg,2.0
output/preprocessed_image\W\W1498.jpg,22.0
output/preprocessed_image\M\M119.jpg,12.0
output/preprocessed_image\V\V2338.jpg,21.0
output/preprocessed_image\I\I3181.jpg,8.0
output/preprocessed_image\G\G322.jpg,6.0
output/preprocessed_image\L\L144.jpg,11.0
output/preprocessed_image\E\E1599.jpg,4.0
output/preprocessed_image\R\R240.jpg,17.0
output/preprocessed_image\M\M735.jpg,12.0
output/preprocessed_image\Z\Z1218.jpg,25.0
output/preprocessed_image\M\M45.jpg,12.0
output/preprocessed_image\V\V2854.jpg,21.0
output/preprocessed_image\T\T1212.jpg,19.0
output/preprocessed_image\W\W1204.jpg,22.0
output/preprocessed_image\E\E2668.jpg,4.0
output/preprocessed_image\I\I189.jpg,8.0
output/preprocessed_image\I\I1317.jpg,8.0
output/preprocessed_image\C\C387.jpg,2.0
output/preprocessed_image\V\V2291.jpg,21.0
output/preprocessed_image\Z\Z3193.jpg,25.0
output/preprocessed_image\F\F2572.jpg,5.0
output/preprocessed_image\E\E412.jpg,4.0
output/preprocessed_image\Z\Z2326.jpg,25.0
output/preprocessed_image\L\L367.jpg,11.0
output/preprocessed_image\S\S201.jpg,18.0
output/preprocessed_image\P\P2150.jpg,15.0
output/preprocessed_image\K\K1887.jpg,10.0
output/preprocessed_image\T\T876.jpg,19.0
output/preprocessed_image\X\X2400.jpg,23.0
output/preprocessed_image\U\U2052.jpg,20.0
output/preprocessed_image\nothing\nothing3139.jpg,26.0
output/preprocessed_image\nothing\nothing1045.jpg,26.0
output/preprocessed_image\G\G1010.jpg,6.0
output/preprocessed_image\D\D335.jpg,3.0
output/preprocessed_image\D\D1981.jpg,3.0
output/preprocessed_image\Q\Q1999.jpg,16.0
output/preprocessed_image\F\F2603.jpg,5.0
output/preprocessed_image\U\U286.jpg,20.0
output/preprocessed_image\P\P100.jpg,15.0
output/preprocessed_image\U\U2218.jpg,20.0
output/preprocessed_image\I\I844.jpg,8.0
output/preprocessed_image\N\N435.jpg,13.0
output/preprocessed_image\G\G1722.jpg,6.0
output/preprocessed_image\H\H622.jpg,7.0
output/preprocessed_image\N\N3202.jpg,13.0
output/preprocessed_image\K\K3211.jpg,10.0
output/preprocessed_image\M\M1207.jpg,12.0
output/preprocessed_image\C\C3038.jpg,2.0
output/preprocessed_image\P\P487.jpg,15.0
output/preprocessed_image\S\S483.jpg,18.0
output/preprocessed_image\I\I1807.jpg,8.0
output/preprocessed_image\H\H791.jpg,7.0
output/preprocessed_image\P\P1944.jpg,15.0
output/preprocessed_image\Y\Y3393.jpg,24.0
output/preprocessed_image\H\H320.jpg,7.0
output/preprocessed_image\A\A1987.jpg,0.0
output/preprocessed_image\X\X3125.jpg,23.0
output/preprocessed_image\H\H209.jpg,7.0
output/preprocessed_image\Y\Y655.jpg,24.0
output/preprocessed_image\L\L1691.jpg,11.0
output/preprocessed_image\Q\Q1681.jpg,16.0
output/preprocessed_image\O\O2096.jpg,14.0
output/preprocessed_image\C\C1639.jpg,2.0
output/preprocessed_image\D\D1094.jpg,3.0
output/preprocessed_image\F\F2570.jpg,5.0
output/preprocessed_image\A\A2957.jpg,0.0
output/preprocessed_image\F\F1757.jpg,5.0
output/preprocessed_image\Q\Q1226.jpg,16.0
output/preprocessed_image\Y\Y1197.jpg,24.0
output/preprocessed_image\H\H83.jpg,7.0
output/preprocessed_image\I\I2972.jpg,8.0
output/preprocessed_image\Q\Q2969.jpg,16.0
output/preprocessed_image\O\O1448.jpg,14.0
output/preprocessed_image\C\C113.jpg,2.0
output/preprocessed_image\O\O1474.jpg,14.0
output/preprocessed_image\E\E991.jpg,4.0
output/preprocessed_image\F\F1627.jpg,5.0
output/preprocessed_image\nothing\nothing156.jpg,26.0
output/preprocessed_image\U\U2503.jpg,20.0
output/preprocessed_image\U\U2954.jpg,20.0
output/preprocessed_image\D\D1318.jpg,3.0
output/preprocessed_image\I\I1219.jpg,8.0
output/preprocessed_image\S\S1255.jpg,18.0
output/preprocessed_image\C\C1564.jpg,2.0
output/preprocessed_image\I\I2063.jpg,8.0
output/preprocessed_image\I\I3039.jpg,8.0
output/preprocessed_image\nothing\nothing1396.jpg,26.0
output/preprocessed_image\nothing\nothing441.jpg,26.0
output/preprocessed_image\D\D3376.jpg,3.0
output/preprocessed_image\I\I3337.jpg,8.0
output/preprocessed_image\J\J1986.jpg,9.0
output/preprocessed_image\S\S3346.jpg,18.0
output/preprocessed_image\S\S1178.jpg,18.0
output/preprocessed_image\K\K2973.jpg,10.0
output/preprocessed_image\H\H2119.jpg,7.0
output/preprocessed_image\Y\Y2797.jpg,24.0
output/preprocessed_image\V\V3175.jpg,21.0
output/preprocessed_image\N\N2385.jpg,13.0
output/preprocessed_image\P\P2698.jpg,15.0
output/preprocessed_image\V\V2654.jpg,21.0
output/preprocessed_image\W\W1218.jpg,22.0
output/preprocessed_image\R\R1304.jpg,17.0
output/preprocessed_image\nothing\nothing1805.jpg,26.0
output/preprocessed_image\N\N2424.jpg,13.0
output/preprocessed_image\N\N370.jpg,13.0
output/preprocessed_image\B\B1488.jpg,1.0
output/preprocessed_image\I\I1035.jpg,8.0
output/preprocessed_image\R\R917.jpg,17.0
output/preprocessed_image\A\A997.jpg,0.0
output/preprocessed_image\U\U1960.jpg,20.0
output/preprocessed_image\F\F562.jpg,5.0
output/preprocessed_image\W\W1771.jpg,22.0
output/preprocessed_image\V\V2144.jpg,21.0
output/preprocessed_image\P\P1684.jpg,15.0
output/preprocessed_image\Z\Z271.jpg,25.0
output/preprocessed_image\S\S2880.jpg,18.0
output/preprocessed_image\L\L2191.jpg,11.0
output/preprocessed_image\O\O2958.jpg,14.0
output/preprocessed_image\F\F1224.jpg,5.0
output/preprocessed_image\D\D54.jpg,3.0
output/preprocessed_image\Y\Y3374.jpg,24.0
output/preprocessed_image\Q\Q3149.jpg,16.0
output/preprocessed_image\P\P881.jpg,15.0
output/preprocessed_image\S\S1510.jpg,18.0
output/preprocessed_image\K\K3289.jpg,10.0
output/preprocessed_image\Q\Q1769.jpg,16.0
output/preprocessed_image\Y\Y1292.jpg,24.0
output/preprocessed_image\D\D923.jpg,3.0
output/preprocessed_image\S\S2767.jpg,18.0
output/preprocessed_image\T\T989.jpg,19.0
output/preprocessed_image\W\W2368.jpg,22.0
output/preprocessed_image\R\R514.jpg,17.0
output/preprocessed_image\U\U2779.jpg,20.0
output/preprocessed_image\F\F496.jpg,5.0
output/preprocessed_image\S\S2360.jpg,18.0
output/preprocessed_image\K\K1528.jpg,10.0
output/preprocessed_image\O\O1976.jpg,14.0
output/preprocessed_image\nothing\nothing871.jpg,26.0
output/preprocessed_image\A\A700.jpg,0.0
output/preprocessed_image\X\X2596.jpg,23.0
output/preprocessed_image\F\F1547.jpg,5.0
output/preprocessed_image\H\H2241.jpg,7.0
output/preprocessed_image\L\L2512.jpg,11.0
output/preprocessed_image\T\T1299.jpg,19.0
output/preprocessed_image\J\J534.jpg,9.0
output/preprocessed_image\Z\Z3187.jpg,25.0
output/preprocessed_image\V\V1772.jpg,21.0
output/preprocessed_image\D\D2724.jpg,3.0
output/preprocessed_image\E\E379.jpg,4.0
output/preprocessed_image\H\H1948.jpg,7.0
output/preprocessed_image\I\I1378.jpg,8.0
output/preprocessed_image\Z\Z2695.jpg,25.0
output/preprocessed_image\Y\Y2861.jpg,24.0
output/preprocessed_image\T\T1929.jpg,19.0
output/preprocessed_image\D\D1911.jpg,3.0
output/preprocessed_image\H\H1760.jpg,7.0
output/preprocessed_image\O\O595.jpg,14.0
output/preprocessed_image\Q\Q2420.jpg,16.0
output/preprocessed_image\P\P1213.jpg,15.0
output/preprocessed_image\G\G513.jpg,6.0
output/preprocessed_image\T\T2598.jpg,19.0
output/preprocessed_image\nothing\nothing3003.jpg,26.0
output/preprocessed_image\S\S2832.jpg,18.0
output/preprocessed_image\A\A415.jpg,0.0
output/preprocessed_image\N\N1552.jpg,13.0
output/preprocessed_image\D\D3057.jpg,3.0
output/preprocessed_image\R\R2755.jpg,17.0
output/preprocessed_image\I\I978.jpg,8.0
output/preprocessed_image\T\T798.jpg,19.0
output/preprocessed_image\R\R3184.jpg,17.0
output/preprocessed_image\X\X368.jpg,23.0
output/preprocessed_image\W\W2187.jpg,22.0
output/preprocessed_image\N\N1069.jpg,13.0
output/preprocessed_image\B\B661.jpg,1.0
output/preprocessed_image\Q\Q1662.jpg,16.0
output/preprocessed_image\W\W2053.jpg,22.0
output/preprocessed_image\F\F2413.jpg,5.0
output/preprocessed_image\X\X1936.jpg,23.0
output/preprocessed_image\E\E1195.jpg,4.0
output/preprocessed_image\E\E1452.jpg,4.0
output/preprocessed_image\W\W908.jpg,22.0
output/preprocessed_image\B\B1970.jpg,1.0
output/preprocessed_image\G\G2799.jpg,6.0
output/preprocessed_image\B\B558.jpg,1.0
output/preprocessed_image\K\K657.jpg,10.0
output/preprocessed_image\M\M2281.jpg,12.0
output/preprocessed_image\T\T1483.jpg,19.0
output/preprocessed_image\J\J3215.jpg,9.0
output/preprocessed_image\F\F3206.jpg,5.0
output/preprocessed_image\B\B2536.jpg,1.0
output/preprocessed_image\N\N2937.jpg,13.0
output/preprocessed_image\T\T449.jpg,19.0
output/preprocessed_image\A\A1760.jpg,0.0
output/preprocessed_image\U\U3147.jpg,20.0
output/preprocessed_image\S\S3126.jpg,18.0
output/preprocessed_image\E\E3248.jpg,4.0
output/preprocessed_image\L\L782.jpg,11.0
output/preprocessed_image\K\K193.jpg,10.0
output/preprocessed_image\J\J293.jpg,9.0
output/preprocessed_image\G\G2282.jpg,6.0
output/preprocessed_image\U\U2433.jpg,20.0
output/preprocessed_image\O\O2767.jpg,14.0
output/preprocessed_image\W\W643.jpg,22.0
output/preprocessed_image\A\A140.jpg,0.0
output/preprocessed_image\M\M2768.jpg,12.0
output/preprocessed_image\F\F1568.jpg,5.0
output/preprocessed_image\H\H2657.jpg,7.0
output/preprocessed_image\O\O1648.jpg,14.0
output/preprocessed_image\N\N984.jpg,13.0
output/preprocessed_image\nothing\nothing2752.jpg,26.0
output/preprocessed_image\H\H228.jpg,7.0
output/preprocessed_image\V\V16.jpg,21.0
output/preprocessed_image\M\M1636.jpg,12.0
output/preprocessed_image\Z\Z3390.jpg,25.0
output/preprocessed_image\Y\Y1801.jpg,24.0
output/preprocessed_image\H\H513.jpg,7.0
output/preprocessed_image\K\K177.jpg,10.0
output/preprocessed_image\Q\Q509.jpg,16.0
output/preprocessed_image\M\M1188.jpg,12.0
output/preprocessed_image\Q\Q3273.jpg,16.0
output/preprocessed_image\C\C2216.jpg,2.0
output/preprocessed_image\D\D628.jpg,3.0
output/preprocessed_image\H\H2681.jpg,7.0
output/preprocessed_image\A\A3384.jpg,0.0
output/preprocessed_image\J\J1723.jpg,9.0
output/preprocessed_image\Y\Y1555.jpg,24.0
output/preprocessed_image\Y\Y2814.jpg,24.0
output/preprocessed_image\O\O1607.jpg,14.0
output/preprocessed_image\J\J383.jpg,9.0
output/preprocessed_image\B\B1597.jpg,1.0
output/preprocessed_image\W\W644.jpg,22.0
output/preprocessed_image\K\K2355.jpg,10.0
output/preprocessed_image\D\D2993.jpg,3.0
output/preprocessed_image\G\G224.jpg,6.0
output/preprocessed_image\P\P3012.jpg,15.0
output/preprocessed_image\F\F2317.jpg,5.0
output/preprocessed_image\C\C2829.jpg,2.0
output/preprocessed_image\A\A715.jpg,0.0
output/preprocessed_image\G\G1618.jpg,6.0
output/preprocessed_image\V\V2780.jpg,21.0
output/preprocessed_image\K\K93.jpg,10.0
output/preprocessed_image\G\G1167.jpg,6.0
output/preprocessed_image\Y\Y891.jpg,24.0
output/preprocessed_image\C\C2249.jpg,2.0
output/preprocessed_image\N\N1954.jpg,13.0
output/preprocessed_image\E\E879.jpg,4.0
output/preprocessed_image\Y\Y2244.jpg,24.0
output/preprocessed_image\K\K765.jpg,10.0
output/preprocessed_image\S\S2665.jpg,18.0
output/preprocessed_image\W\W1812.jpg,22.0
output/preprocessed_image\O\O1276.jpg,14.0
output/preprocessed_image\U\U1918.jpg,20.0
output/preprocessed_image\H\H171.jpg,7.0
output/preprocessed_image\W\W2979.jpg,22.0
output/preprocessed_image\B\B2177.jpg,1.0
output/preprocessed_image\E\E870.jpg,4.0
output/preprocessed_image\N\N2284.jpg,13.0
output/preprocessed_image\H\H54.jpg,7.0
output/preprocessed_image\D\D2528.jpg,3.0
output/preprocessed_image\D\D410.jpg,3.0
output/preprocessed_image\L\L1258.jpg,11.0
output/preprocessed_image\A\A2158.jpg,0.0
output/preprocessed_image\X\X1048.jpg,23.0
output/preprocessed_image\Y\Y1573.jpg,24.0
output/preprocessed_image\T\T2723.jpg,19.0
output/preprocessed_image\T\T2650.jpg,19.0
output/preprocessed_image\E\E3387.jpg,4.0
output/preprocessed_image\I\I214.jpg,8.0
output/preprocessed_image\M\M2049.jpg,12.0
output/preprocessed_image\H\H2060.jpg,7.0
output/preprocessed_image\K\K107.jpg,10.0
output/preprocessed_image\M\M3065.jpg,12.0
output/preprocessed_image\U\U2505.jpg,20.0
output/preprocessed_image\D\D2023.jpg,3.0
